serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
90326,2009,2010-02-08T00:00:00.000,Norwalk,3 CROSSLAND PL,256620,288000,0.891041667,Single Family,Single Family,,,,,,,,
90490,2009,2010-04-13T00:00:00.000,Norwalk,135 GRUMMAN AVE,284620,450000,0.632488889,Single Family,Single Family,,,,,,,,
90585,2009,2010-05-27T00:00:00.000,Norwalk,10 WEST ROCKS RD,279090,422500,0.660568047,Single Family,Single Family,,,,,,,,
90707,2009,2010-07-01T00:00:00.000,Norwalk,15 WOODCHUCK CT,319550,455000,0.702307692,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.44037, 41.08581]}",1040,155,103,9,,,
90829,2009,2010-08-16T00:00:00.000,Norwalk,11 WILLOW ST,285040,305000,0.934557377,Single Family,Single Family,,,,,,,,
90050,2009,2009-11-05T00:00:00.000,Norwich,16 WOODROW AVE,111000,140900,0.787792761,Single Family,Single Family,,,,,,,,
90290,2009,2010-04-29T00:00:00.000,Norwich,118 NEWTON ST,108000,155000,0.696774194,Single Family,Single Family,,,,,,,,
90014,2009,2009-10-08T00:00:00.000,Old Saybrook,53 BEACH RD WEST,533600,650000,0.820923077,Single Family,Single Family,,,,,,,,
90127,2009,2010-06-08T00:00:00.000,Old Saybrook,31 CHANNELSIDE DR,174300,225000,0.774666667,Single Family,Single Family,,,,,,,,
90229,2009,2010-06-14T00:00:00.000,Orange,11 RED CEDAR RD,223200,300000,0.744,Condo,Condo,,,,,,,,
90083,2009,2010-05-03T00:00:00.000,Oxford,4 HIGHLAND ROAD,219310,327500,0.669648855,Single Family,Single Family,,,,,,,,
90088,2009,2010-03-18T00:00:00.000,Plainfield,440 STERLING HILL RD,195790,263250,0.74374169,Single Family,Single Family,,,,,,,,
900060,2009,2009-12-07T00:00:00.000,Plainville,22A BRADLEY ST,171990,255000,0.674470588,Single Family,Single Family,,,,,,,,
90197,2009,2010-06-23T00:00:00.000,Plainville,10 WEST PINE WAY A-4,99540,123950,0.803065752,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.85388, 41.68433]}",1041,260,110,1,,,
90095,2009,2010-05-05T00:00:00.000,Plymouth,87 ALLEN ST,113020,201000,0.562288557,Single Family,Single Family,,,,,,,,
900064,2009,2010-04-19T00:00:00.000,Portland,15 COE AVE EXT,100800,192500,0.523636364,Single Family,Single Family,,,,,,,#00192300,
900016,2009,2009-10-23T00:00:00.000,Prospect,127 SYCAMORE DR,234930,366467,0.641067272,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.97324, 41.52394]}",1044,62,115,4,,,
90054,2009,2010-01-21T00:00:00.000,Putnam,200 RIVER RD,177200,262000,0.676335878,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.9134, 41.89195]}",39,39,116,5,,,
90076,2009,2010-06-28T00:00:00.000,Redding,92 FIRE HILL RD,404000,595000,0.678991597,Single Family,Single Family,,,,,,,,
90131,2009,2010-03-19T00:00:00.000,Ridgefield,5 LAFEYETTE AVE,324370,383000,0.84691906,Single Family,Single Family,,,,,,,,
90300,2009,2010-08-04T00:00:00.000,Ridgefield,110 RISING RIDGE RD,513880,740000,0.694432432,Single Family,Single Family,,,,,,,,
900069,2009,2009-12-22T00:00:00.000,Rocky Hill,1006 BRIARWOOD COURT,148120,217500,0.681011494,Condo,Condo,,,,,,,,
900205,2009,2010-06-24T00:00:00.000,Rocky Hill,25 VEXATION HILL RD,419950,585000,0.717863248,Single Family,Single Family,,,,,,,,
90029,2009,2010-04-06T00:00:00.000,Salem,210 RATTLESNAKE LEDGE ROAD,306680,393000,0.780356234,Single Family,Single Family,,,,,,,,
90025,2009,2009-11-02T00:00:00.000,Seymour,170 BUNGAY ROAD,208880,218500,0.95597254,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.09628, 41.37156]}",1044,239,124,4,,,
90210,2009,2010-08-05T00:00:00.000,Seymour,17 BALANCE ROCK RD UNIT 8,70070,85000,0.824352941,Condo,Condo,,,,,,,,
90091,2009,2009-11-30T00:00:00.000,Shelton,38 RIVENDELL DR,213360,323000,0.660557276,Condo,Condo,,,,,,,,
90240,2009,2010-03-31T00:00:00.000,Shelton,32 MOHEGAN RD,389130,466000,0.835042918,Single Family,Single Family,,,,,,,,
90380,2009,2010-06-29T00:00:00.000,Shelton,40 COUNTRY WALK,207060,262500,0.7888,Condo,Condo,"{'type': 'Point', 'coordinates': [-73.11662, 41.29504]}",1040,217,126,4,,,
90508,2009,2010-09-24T00:00:00.000,Shelton,218 DEER RUN,248430,297000,0.836464646,Condo,Condo,,,,,,,,
90077,2009,2009-12-16T00:00:00.000,Simsbury,3 TRAINOR DRIVE,263830,372000,0.70922043,Single Family,Single Family,,,,,,,,
90196,2009,2010-05-10T00:00:00.000,Simsbury,8 HUMPHREY STREET,181970,266500,0.682814259,Single Family,Single Family,,,,,,,,
90318,2009,2010-08-27T00:00:00.000,Simsbury,14 SCHOOL HOUSE LANE,683640,862000,0.793085847,Single Family,Single Family,,,,,,,,
90092,2009,2009-12-16T00:00:00.000,Southbury,210 WESTENHOOK TERRACE,528940,817500,0.647021407,Single Family,Single Family,,,,,,,,
90226,2009,2010-05-24T00:00:00.000,Southbury,1890 BUCKS HILL RD,341980,410000,0.834097561,Single Family,Single Family,,,,,,,,
90343,2009,2010-08-10T00:00:00.000,Southbury,504 SOUTHFORD RD,294690,375000,0.78584,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.1929, 41.47543]}",1044,99,130,4,,,
90084,2009,2009-11-09T00:00:00.000,Southington,42 HAMILTON AVE,272090,419000,0.649379475,Single Family,Single Family,,,,,,,,
90224,2009,2010-02-03T00:00:00.000,Southington,323 PROSPECT ST,173530,223000,0.778161435,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.9018, 41.59199]}",1041,185,131,1,,,
90363,2009,2010-05-04T00:00:00.000,Southington,185 WEST ST CONDOS 185-8,197610,275900,0.716237767,Condo,Condo,,,,,,,,
90481,2009,2010-06-28T00:00:00.000,Southington,1149 EAST ST,88550,150000,0.590333333,,,,,,,,,,
90605,2009,2010-08-31T00:00:00.000,Southington,1829 WEST ST,121100,200000,0.6055,Single Family,Single Family,,,,,,,,
90081,2009,2009-11-25T00:00:00.000,South Windsor,26 HILLSIDE DR,192100,235000,0.817446809,Single Family,Single Family,,,,,,,,
900212,2009,2010-04-27T00:00:00.000,South Windsor,27 B AMATO DRIVE,90690,133700,0.678309648,Condo,Condo,,,,,,,,
900331,2009,2010-07-16T00:00:00.000,South Windsor,7 BAKER LANE,212140,292500,0.725264957,Single Family,Single Family,,,,,,,,
900046,2009,2009-12-16T00:00:00.000,Stafford,8 CLEARWATER DR,57120,95000,0.601263158,,,,,,,,,,
90032,2009,2009-10-09T00:00:00.000,Stamford,13 DUNN AVENUE,371740,485000,0.766474227,Single Family,Single Family,,,,,,,,
90138,2009,2009-11-13T00:00:00.000,Stamford,31 CLAY HILL ROAD,573650,857500,0.668979592,Single Family,Single Family,,,,,,,,
90262,2009,2009-12-09T00:00:00.000,Stamford,41 DORA STREET,346930,347300,0.998934639,Single Family,Single Family,,,,,,,,
90419,2009,2010-01-15T00:00:00.000,Stamford,333 OAKLAWN AVENUE,436150,450000,0.969222222,Single Family,Single Family,,,,,,,,
90556,2009,2010-03-02T00:00:00.000,Stamford,"39 GLENBROOK ROAD, #2W",110900,130000,0.853076923,Condo,Condo,,,,,,,,
90687,2009,2010-04-09T00:00:00.000,Stamford,"228 SEATON ROAD, #29B-4",175310,169000,1.037337278,Condo,Condo,,,,,,,,
90833,2009,2010-05-21T00:00:00.000,Stamford,43 WEED AVENUE,312840,349500,0.895107296,Single Family,Single Family,,,,,,,,
90957,2009,2010-06-21T00:00:00.000,Stamford,137 THORNWOOD ROAD,674300,805000,0.837639752,Single Family,Single Family,,,,,,,,
91094,2009,2010-07-12T00:00:00.000,Stamford,11 RIVER RIDGE COURT,572540,670000,0.854537313,Single Family,Single Family,,,,,,,,
91246,2009,2010-08-17T00:00:00.000,Stamford,29 BRANDT ROAD,423750,554250,0.764546685,Single Family,Single Family,,,,,,,,
91403,2009,2010-09-30T00:00:00.000,Stamford,91 STRAWBERRY HILL AVE #840,149680,167500,0.89361194,Condo,Condo,,,,,,,,
90108,2009,2010-03-24T00:00:00.000,Stonington,1 WHITEHALL POND,174800,263000,0.664638783,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.95678, 41.38051]}",1045,135,137,8,,,
90248,2009,2010-08-10T00:00:00.000,Stonington,75 STEWART RD,168500,220000,0.765909091,Single Family,Single Family,,,,,,,,
90135,2009,2010-06-02T00:00:00.000,Suffield,55 HERITAGE TRAIL,268450,388000,0.691881443,Single Family,Single Family,,,,,,,,
90074,2009,2010-08-04T00:00:00.000,Thomaston,95 BRISOL ST,147550,189000,0.780687831,Single Family,Single Family,,,,,,,,
90165,2009,2010-02-03T00:00:00.000,Torrington,69 CALLI ST,131960,160000,0.82475,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.10592, 41.79668]}",1042,122,143,6,,,
90377,2009,2010-07-12T00:00:00.000,Torrington,136 FORD LN,174020,202000,0.861485149,Single Family,Single Family,,,,,,,,
90079,2009,2009-12-17T00:00:00.000,Trumbull,38 MAGNOLIA RD,290700,407000,0.714250614,Single Family,Single Family,,,,,,,,
90343,2009,2010-05-24T00:00:00.000,Trumbull,5 WISTERIA DR,238900,302000,0.791059603,Single Family,Single Family,,,,,,,,
90489,2009,2010-08-23T00:00:00.000,Trumbull,140 ROYALS CT,366100,485000,0.754845361,Condo,Condo,,,,,,,,
90107,2009,2009-11-30T00:00:00.000,Vernon,137 1/2-E2 VERNON AVE,46060,56000,0.8225,Condo,Condo,,,,,,,,
90252,2009,2010-05-03T00:00:00.000,Vernon,201-11C REGAN RD,49600,78000,0.635897436,Condo,Condo,,,,,,,,
90401,2009,2010-09-16T00:00:00.000,Vernon,70-358 OLD TOWN RD,110800,140000,0.791428571,Condo,Condo,,,,,,,,
90101,2009,2009-11-20T00:00:00.000,Wallingford,35 YALESVILLE SQUARE,50260,115500,0.435151515,Single Family,Single Family,,,,,,,,
90258,2009,2010-03-18T00:00:00.000,Wallingford,42 EVERGREEN,56900,87000,0.654022989,Condo,Condo,,,,,,,,
90407,2009,2010-06-16T00:00:00.000,Wallingford,101 PARSONS ST,209290,368000,0.568722826,Single Family,Single Family,,,,,,,,
90566,2009,2010-09-20T00:00:00.000,Wallingford,1 FARM HILL RD,234640,325000,0.721969231,Single Family,Single Family,,,,,,,,
90058,2009,2009-10-19T00:00:00.000,Waterbury,106 MACARTHUR DR,81570,141900,0.574841438,Single Family,Single Family,,,,,,,,
90276,2009,2009-12-10T00:00:00.000,Waterbury,31 CHIPPER RD,120750,135000,0.894444444,Single Family,Single Family,,,,,,,,
90591,2009,2010-03-17T00:00:00.000,Waterbury,167 WARNER ST,74320,99000,0.750707071,Single Family,Single Family,,,,,,,,
90859,2009,2010-05-20T00:00:00.000,Waterbury,19 TAFT POINTE #69,110470,120000,0.920583333,Condo,Condo,"{'type': 'Point', 'coordinates': [-73.06596, 41.52497]}",1044,55,151,4,,,
91092,2009,2010-07-01T00:00:00.000,Waterbury,162 IRVINGTON AVE,138030,150000,0.9202,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.07149, 41.57289]}",1044,55,151,4,,,
90008,2009,2009-10-02T00:00:00.000,Waterford,5 SHORE DRIVE,181790,276900,0.656518599,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.10214, 41.31032]}",,140,152,8,,,
90165,2009,2010-05-20T00:00:00.000,Waterford,65 CROSS RD,193850,236500,0.819661734,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.16441, 41.36346]}",1045,140,152,8,,estate sale,
90088,2009,2009-12-01T00:00:00.000,Watertown,90 WILLIAMSON CIRCLE,155600,220000,0.707272727,Single Family,Single Family,,,,,,,,
90230,2009,2010-08-26T00:00:00.000,Watertown,137 SAUGUS AVE,150400,192500,0.781298701,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.08909, 41.57848]}",1042,96,153,4,,,
900132,2009,2010-09-30T00:00:00.000,Westbrook,5 BARN WAY,281230,419000,0.671193317,Condo,Condo,,,,,,,PUD,
90124,2009,2009-11-10T00:00:00.000,West Hartford,30 WALTON DR,227300,345000,0.65884058,Single Family,Single Family,,,,,,,,
90250,2009,2009-12-31T00:00:00.000,West Hartford,45 BRIGHTWOOD LANE,271900,350000,0.776857143,Single Family,Single Family,,,,,,,,
90390,2009,2010-03-30T00:00:00.000,West Hartford,42 HILLTOP DRIVE,176600,267000,0.661423221,Single Family,Single Family,,,,,,,,
90517,2009,2010-05-24T00:00:00.000,West Hartford,20 VISGROVE LA,318100,530000,0.600188679,Single Family,Single Family,,,,,,,,
90653,2009,2010-06-21T00:00:00.000,West Hartford,22 GARLAND RD,248800,325000,0.765538462,Single Family,Single Family,,,,,,,,
90756,2009,2010-07-22T00:00:00.000,West Hartford,15 STRATFORD ROAD,306700,565000,0.542831858,Single Family,Single Family,,,,,,,,
90875,2009,2010-09-08T00:00:00.000,West Hartford,38 NORTH MAIN ST #26,92000,122000,0.754098361,Condo,Condo,,,,,,,,
900116,2009,2009-12-09T00:00:00.000,West Haven,60 PLAINFIELD AV #5,43820,102000,0.429607843,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.97558, 41.30281]}",1044,11,156,7,,,
900991,2009,2010-04-21T00:00:00.000,West Haven,284 THIRD AVE,122990,190000,0.647315789,Single Family,Single Family,,,,,,,,
908143,2009,2010-07-20T00:00:00.000,West Haven,24 MARSHALL ST,118090,139900,0.844102931,Single Family,Single Family,,,,,,,,
90071,2009,2010-05-05T00:00:00.000,Weston,106 LORDS HIGHWAY,450400,550000,0.818909091,Single Family,Single Family,,,,,,,,
900066,2009,2009-11-24T00:00:00.000,Westport,117 OLD RD,699000,786000,0.889312977,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.30687, 41.1434]}",1040,179,158,9,,,
900203,2009,2010-04-21T00:00:00.000,Westport,18 SHERWOOD DR,693000,690000,1.004347826,Single Family,Single Family,,,,,,,,
900329,2009,2010-07-07T00:00:00.000,Westport,6A COB DR,2162200,3140000,0.688598726,Single Family,Single Family,,,,,,,NEW CONSTRUCTION,
900445,2009,2010-09-09T00:00:00.000,Westport,69 MORNINGSIDE DR S,1278300,1650000,0.774727273,Single Family,Single Family,,,,,,,,
900128,2009,2010-01-08T00:00:00.000,Wethersfield,76 GRISWOLD RD,176500,185000,0.954054054,Single Family,Single Family,,,,,,,,
90294,2009,2010-06-02T00:00:00.000,Wethersfield,59 HILLSDALE AVE,147100,195000,0.754358974,Single Family,Single Family,,,,,,,,
90006,2009,2009-10-15T00:00:00.000,Wilton,33 SEIR HILL RD,604660,991000,0.610151362,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.43513, 41.16353]}",1040,212,161,9,,,
99124,2009,2010-05-27T00:00:00.000,Wilton,34 PHEASANT RUN,593180,860000,0.689744186,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.45753, 41.19931]}",1040,212,161,9,,,
90017,2009,2009-10-29T00:00:00.000,Winchester,126 WALNUT ST,137310,186000,0.738225806,Single Family,Single Family,,,,,,,,
90019,2009,2009-10-23T00:00:00.000,Windham,355 TUCKIE RD,7700,16000,0.48125,Single Family,Single Family,,,,,,,,
90185,2009,2010-07-06T00:00:00.000,Windham,62 LAUTER AVE,93280,84000,1.11047619,Single Family,Single Family,,,,,,,,
90086,2009,2009-12-11T00:00:00.000,Windsor,2 ARROWBROOK RD,91700,152000,0.603289474,Single Family,Single Family,,,,,,,,
90237,2009,2010-05-28T00:00:00.000,Windsor,31 DONNA LN,148820,242000,0.614958678,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.67062, 41.84344]}",1041,19,164,1,,,
90004,2009,2009-10-01T00:00:00.000,Windsor Locks,30 HARRISON STREET,124200,150000,0.828,Single Family,Single Family,,,,,,,,
90128,2009,2010-06-10T00:00:00.000,Windsor Locks,25 OAK RIDGE DRIVE,92700,145500,0.637113402,Condo,Condo,,,,,,,,
90016,2009,2009-11-12T00:00:00.000,Woodbury,14 WINTERGREEN COURT,122800,145000,0.846896552,Condo,Condo,,,,,,,,
90077,2009,2010-04-14T00:00:00.000,Woodstock,QUARRY RD,65600,50000,1.312,,,,,,,,,6391/67/11-2 m/b/l,
800229,2008,2009-03-04T00:00:00.000,Ansonia,15-17 HOLBROOK PL,176600,187000,0.944385027,Two Family,Two Family,,,,,,,,
80018,2008,2009-04-07T00:00:00.000,Avon,11 FOX HOLLOW,229610,303000,0.757788779,Condo,Condo,,,,,,,,
800060,2008,2008-12-17T00:00:00.000,Berlin,737 WORTHINGTON RDG,188000,205000,0.917073171,Single Family,Single Family,,,,,,,,
800222,2008,2009-09-01T00:00:00.000,Berlin,21 MAGNOLIA LN,170800,200000,0.854,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.72188, 41.61299]}",1041,113,7,1,,,
80161,2008,2009-08-12T00:00:00.000,Bethel,83E CHESTNUT STREET,122430,154000,0.795,Condo,Condo,,,,,,,,
80144,2008,2009-04-28T00:00:00.000,Bloomfield,77 DARBY STREET,99750,110000,0.906818182,Single Family,Single Family,,,,,,,,
80010,2008,2009-04-23T00:00:00.000,Bozrah,95 FITCHVILLE ROAD,132780,195000,0.680923077,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.1384, 41.56313]}",1045,141,13,8,,,
80149,2008,2009-03-20T00:00:00.000,Branford,79 HAMPTON PARK,108000,160000,0.675,Condo,Condo,,,,,,,,
80326,2008,2009-08-11T00:00:00.000,Branford,5C STONEGATE,66200,132000,0.501515152,Condo,Condo,,,,,,,ON OPEN MARKET,
800065,2008,2008-10-28T00:00:00.000,Bristol,115 HART STREET,195650,248500,0.787323944,Single Family,Single Family,,,,,,,,
800229,2008,2009-01-20T00:00:00.000,Bristol,44 ALLENTOWN RD,194880,218750,0.89088,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.97306, 41.65704]}",1041,219,17,4,,,
800399,2008,2009-05-12T00:00:00.000,Bristol,65 BLAKESLEE ST,137550,210000,0.655,Single Family,Single Family,,,,,,,,
800545,2008,2009-07-14T00:00:00.000,Bristol,410 EMMETT ST UN43,92820,138000,0.672608696,Condo,Condo,,,,,,,,
800685,2008,2009-08-31T00:00:00.000,Bristol,1 MURRAY RD,126910,179400,0.707413601,Single Family,Single Family,,,,,,,,
80071,2008,2009-01-26T00:00:00.000,Brookfield,23 ROCKY RD,342270,460000,0.744065217,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.41222, 41.45051]}",1040,173,18,9,,,
80006,2008,2008-10-29T00:00:00.000,Brooklyn,312 ALLEN HILL RD,199580,320000,0.6236875,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.92145, 41.78159]}",39,37,19,5,,,
80040,2008,2009-06-26T00:00:00.000,Canterbury,48 WAUREGAN RD,141200,175000,0.806857143,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.95486, 41.7406]}",39,104,22,5,,,
80132,2008,2009-07-13T00:00:00.000,Clinton,10 OSPREY COMMONS,553300,890000,0.621685393,Single Family,Single Family,,,,,,,,
80110,2008,2009-05-05T00:00:00.000,Colchester,61 BULL HILL RD,274200,383000,0.715926893,Single Family,Single Family,,,,,,,,
800036,2008,2009-05-13T00:00:00.000,Columbia,2 MALLARD POINT,191200,260000,0.735384615,Single Family,Single Family,,,,,,,,
80100,2008,2009-05-01T00:00:00.000,Coventry,224 ROOT ROAD,144180,239900,0.601000417,Single Family,Single Family,,,,,,,,
80057,2008,2009-01-07T00:00:00.000,Cromwell,25 NEWBURY ROAD,133380,182500,0.730849315,Condo,Condo,,,,,,,,
80181,2008,2009-07-28T00:00:00.000,Cromwell,215 SKYVIEW DRIVE,139850,170000,0.822647059,Condo,Condo,,,,,,,,
80061,2008,2008-10-29T00:00:00.000,Danbury,1 SAUGATUCK RIDGE RD,514800,780000,0.66,Single Family,Single Family,,,,,,,H25030,
80215,2008,2009-01-20T00:00:00.000,Danbury,37 OLIVE ST,211200,317000,0.666246057,Single Family,Single Family,,,,,,,K12130,
80368,2008,2009-04-27T00:00:00.000,Danbury,39 MOODY LA,400000,500000,0.8,Single Family,Single Family,,,,,,,I07006,
80513,2008,2009-06-24T00:00:00.000,Danbury,84 HIGHLAND AV,191600,188000,1.019148936,Single Family,Single Family,,,,,,,G14187,
80653,2008,2009-08-17T00:00:00.000,Danbury,29 GRANDVIEW DR,232900,282000,0.825886525,Single Family,Single Family,,,,,,,E10065,
800016,2008,2009-01-20T00:00:00.000,Deep River,172 WINTHROP RD,195650,300000,0.652166667,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.47056, 41.36435]}",1043,272,36,3,,,
80101,2008,2009-07-07T00:00:00.000,Derby,122 MT PLEASANT ST,129430,100000,1.2943,Two Family,Two Family,"{'type': 'Point', 'coordinates': [-73.07915, 41.31954]}",1044,101,37,4,,,
80051,2008,2009-04-15T00:00:00.000,East Haddam,33 FLORIDA RD,225220,319900,0.70403251,Single Family,Single Family,,,,,,,,
80087,2008,2009-03-06T00:00:00.000,East Hampton,177 CHESTNUT HILL RD,244250,346000,0.705924855,Single Family,Single Family,,,,,,,,
800036,2008,2008-10-16T00:00:00.000,East Hartford,166-200 PRESTIGE PARK RD,2802850,3600000,0.778569444,,,,,,,,,"sale price is 3,600,000 but system gives a message that sale must be at least 2,000.",
800267,2008,2009-03-18T00:00:00.000,East Hartford,615 OAK STREET,136170,187500,0.72624,Single Family,Single Family,,,,,,,,
800462,2008,2009-07-06T00:00:00.000,East Hartford,235 OAK ST,144080,153000,0.941699346,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.57804, 41.75751]}",1041,24,43,1,,,
800638,2008,2009-09-29T00:00:00.000,East Hartford,9 TOWER RD,127240,175000,0.727085714,Single Family,Single Family,,,,,,,,
8147,2008,2009-03-19T00:00:00.000,East Haven,1 MANSFIELD GR RD,196000,200000,0.98,Condo,Condo,,,,,,,,
8278,2008,2009-07-28T00:00:00.000,East Haven,424 HIGH ST,163660,200000,0.8183,Single Family,Single Family,,,,,,,,
80081,2008,2009-01-15T00:00:00.000,East Lyme,15 DARROWS RIDGE RD,149730,155000,0.966,,,"{'type': 'Point', 'coordinates': [-72.22886, 41.39855]}",1045,278,45,8,,,
80249,2008,2009-07-31T00:00:00.000,East Lyme,106 OSWEGATCHIE HILLS RD,228270,308000,0.741136364,Single Family,Single Family,,,,,,,,
80013,2008,2008-10-31T00:00:00.000,East Windsor,111 TROMLEY RD,136600,151000,0.904635762,Single Family,Single Family,,,,,,,,
80164,2008,2009-09-18T00:00:00.000,East Windsor,18 JOSEPH CRT,108320,160000,0.677,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.55146, 41.91531]}",1041,183,47,1,,,
80164,2008,2009-08-10T00:00:00.000,Ellington,1 MAPLE ST #31,96160,145000,0.663172414,Condo,Condo,,,,,,,,
800118,2008,2008-12-29T00:00:00.000,Enfield,29 MEADOWLARK RD,128660,175000,0.7352,Single Family,Single Family,,,,,,,,
800279,2008,2009-05-15T00:00:00.000,Enfield,225 MEADOWS,167090,225000,0.742622222,Condo,Condo,,,,,,,,
800422,2008,2009-08-17T00:00:00.000,Enfield,3 MARTIN TERR,147070,199900,0.735717859,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.54749, 41.98771]}",1041,108,49,1,,,
80043,2008,2008-10-21T00:00:00.000,Fairfield,160 GOLDEN POND LANE,1926190,2850000,0.67585614,Single Family,Single Family,,,,,,,,
